,Attack_Index,Finesse_Factor
1,15.50611975570754,0.0
4,31.19643285934784,7.251251173765305
11,0.6483843019156055,19.774262730255412
16,36.36012288450168,22.928444096742066
55,37.6111316698194,34.7444452559798
63,27.7946515084298,22.04263975541063
14,4.352889489395695,60.45119787622546
81,27.251854001862082,27.891286503533408
44,31.873700080593586,65.40592306932103
27,29.68404268368216,61.49012044793183
31,9.19579489974111,41.070726958963654
23,0.19276666037993567,51.169284332625786
10,1.1472572121265179,66.34507103367075
24,26.111552268359556,50.44683797296962
18,0.0,66.21130201564453
20,31.917866237323008,100.0
2,62.78964261181015,85.29652647774971
3,53.929833491073296,89.19392497486164
22,77.10578001721609,41.60706936457925
77,100.0,19.216727319542912
